job_key,job_id,category,category_clean,job_title,skill_count,description_word_count,is_true_data_science_role,data_role_family,classification_reason,seniority_level,is_internship_role,student_job_match_score
JOB_3894284827,3894284827,SALES,Sales,Route Sales Professional Express Route,17,451,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901800178,3901800178,SALES,Sales,Sales Operations Manager,16,735,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3906232228,3906232228,SALES,Sales,Sales Associate Target Optical,18,589,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3904370034,3904370034,SALES,Sales,"Territory Sales Executive - Orlando, FL",21,595,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3886215535,3886215535,SALES,Sales,Sales Associate/ Business Development Representative [73651],13,208,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3905305025,3905305025,SALES,Sales,"Manager, Sales Development",18,879,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3887947315,3887947315,SALES,Sales,Software Sales Engineer,28,722,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3904096330,3904096330,SALES,Sales,Salesforce Vlocity/OmniStudio Developer,8,44,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3895812688,3895812688,SALES,Sales,Senior Salesforce Developer,30,991,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3900957818,3900957818,SALES,Sales,Sales & Customer Service,13,356,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902922510,3902922510,SALES,Sales,Inside Sales Representative (No cold calls),16,929,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3898165307,3898165307,SALES,Sales,Inside Sales Specialist,10,295,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3888931879,3888931879,SALES,Sales,Sales Enablement & Training Manager,17,741,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904925249,3904925249,SALES,Sales,Industrial Sales Representative,16,372,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902749520,3902749520,SALES,Sales,Fleet Solutions Sales Manager,16,485,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884442278,3884442278,SALES,Sales,Leisure Sales Manager,18,715,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3890895186,3890895186,SALES,Sales,Sales Manager,20,821,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904392403,3904392403,SALES,Sales,"In House Vacation Sales Concierge (Phones) *$2,000 Sign-on Bonus Potential!",9,247,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901949867,3901949867,SALES,Sales,Sales Account Executive,20,545,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905243514,3905243514,SALES,Sales,Salesforce Technical Lead/ Architect,22,291,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902358002,3902358002,SALES,Sales,Sales Account Manager,21,731,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3886879562,3886879562,SALES,Sales,Salesforce Developer,24,315,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3904963149,3904963149,SALES,Sales,"Sales Associate / Jewelry Consultant - Kay Jewelers - Westland Mall - Hialeah, FL",13,510,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3904367702,3904367702,SALES,Sales,Sales Consultant,10,479,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3895849271,3895849271,SALES,Sales,Sales Manager,21,445,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3906257415,3906257415,SALES,Sales,Commercial Sales Manager,21,296,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3887910179,3887910179,SALES,Sales,Apparel Sales Outfitter-1,12,463,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3889712511,3889712511,SALES,Sales,Sales Manager,20,444,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3887920988,3887920988,SALES,Sales,"Associate, Part Time Sales",13,842,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3884986864,3884986864,SALES,Sales,Territory Service and Sales Representative,18,1163,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3900939460,3900939460,SALES,Sales,Sales Consultant,14,139,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3900967044,3900967044,SALES,Sales,Sales Associate,11,304,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3902758181,3902758181,SALES,Sales,Seasonal Sales Associate,16,530,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3899525451,3899525451,SALES,Sales,Outside Sales Representative,11,235,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905878393,3905878393,SALES,Sales,Sales And Marketing Specialist,11,255,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3894219997,3894219997,SALES,Sales,Territory Service and Sales Representative,18,1161,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904391566,3904391566,SALES,Sales,Sleep Expert - Sales,18,1086,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905208764,3905208764,SALES,Sales,Sales Executive,10,270,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3884931298,3884931298,SALES,Sales,Sales Representative,14,451,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904716628,3904716628,SALES,Sales,Sales District Manager,6,32,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905300238,3905300238,SALES,Sales,Bilingual Sales Assistant Manager,12,350,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902350454,3902350454,SALES,Sales,Sales Executive,8,95,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3906091947,3906091947,SALES,Sales,Salesperson,12,189,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901990930,3901990930,SALES,Sales,Sales Associate,13,608,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3904989422,3904989422,SALES,Sales,Outside Industrial Sales Representative (Field Service),13,325,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905822952,3905822952,SALES,Sales,Technical Sales and Proposal Engineer,15,381,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3891016680,3891016680,SALES,Sales,Director of Sales and Marketing,16,259,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904422569,3904422569,SALES,Sales,Fine Jewelry Sales Associate - Full Time - Crabtree,18,555,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3902743229,3902743229,SALES,Sales,"Field Insurance Sales Agent- Pensacola, FL",19,1130,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901975846,3901975846,SALES,Sales,Inside Sales Specialist,20,415,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902756343,3902756343,SALES,Sales,Technical Sales Representative - Polydyne,18,367,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3906251443,3906251443,SALES,Sales,Salesperson,16,573,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3894554004,3894554004,SALES,Sales,Salesforce Developer,22,73,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3900951582,3900951582,SALES,Sales,Sales Supervisor - Full Time,11,333,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3903431618,3903431618,SALES,Sales,Head of Sales,18,595,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905291654,3905291654,SALES,Sales,Regional Sales Leader,20,552,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902732613,3902732613,SALES,Sales,Retail Sales Associate (Part Time),16,690,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3902342298,3902342298,SALES,Sales,Field Sales Representative,16,342,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901479226,3901479226,SALES,Sales,Territory Sales Manager,19,648,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3891255882,3891255882,SALES,Sales,"Major Market Sales Executive, Field – Herndon, VA",20,710,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905865642,3905865642,SALES,Sales,New Home Sales Consultant,14,288,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3888033289,3888033289,SALES,Sales,Sales Manager,11,175,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901391485,3901391485,SALES,Sales,Director of Sales and Marketing,30,827,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905830996,3905830996,SALES,Sales,Sales Administrative Assistant,18,498,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3885862875,3885862875,SALES,Sales,Territory Sales Executive,11,110,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3899525619,3899525619,SALES,Sales,Sales Executive (Freight Forwarding),17,468,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905343222,3905343222,SALES,Sales,Senior Sales Specialist,10,263,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3889707674,3889707674,SALES,Sales,Sales Director,17,316,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902758182,3902758182,SALES,Sales,Seasonal Sales Associate,16,533,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3905364482,3905364482,SALES,Sales,Sales Director - SAP Projects,20,422,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3885109688,3885109688,SALES,Sales,Field Sales Executive – Industrial Printers [3D / 2D],16,383,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3884855776,3884855776,SALES,Sales,Sales Manager,20,464,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902819061,3902819061,SALES,Sales,Area Sales Manager,17,380,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902753788,3902753788,SALES,Sales,Seasonal Sales Associate,16,531,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3901694364,3901694364,SALES,Sales,Seasonal Golf Club Fitter / Retail Sales Associate,14,528,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3904099287,3904099287,SALES,Sales,Outside Sales Representative,10,94,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3895273377,3895273377,SALES,Sales,Inside Sales Representative,11,175,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904962016,3904962016,SALES,Sales,Director of Sales and Marketing,17,204,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905874455,3905874455,SALES,Sales,Inside Sales Representative,13,105,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905210089,3905210089,SALES,Sales,Inside Sales Representative II,18,432,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3906259707,3906259707,SALES,Sales,National Sales Manager,18,514,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902778943,3902778943,SALES,Sales,Sales Engineer,19,468,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904358856,3904358856,FINANCE,Finance,"Director, Finance",19,931,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Senior / Management,No,0.0
JOB_3884853986,3884853986,FINANCE,Finance,2024 Finance Summer Internship,15,406,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Internship,Yes,0.0
JOB_3898174257,3898174257,FINANCE,Finance,Director of Finance,17,149,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Senior / Management,No,0.0
JOB_3904507634,3904507634,FINANCE,Finance,Finance Manager/Director - Receivables & Order to Cash Specialist,11,109,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3889704422,3889704422,FINANCE,Finance,Finance Manager,14,158,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3887713241,3887713241,FINANCE,Finance,Assistant Director of Finance-Kimpton George Hotel,18,629,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3888407253,3888407253,FINANCE,Finance,Senior Director of Finance or Controller,20,715,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904367619,3904367619,FINANCE,Finance,Event Finance Manager,14,683,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905687426,3905687426,FINANCE,Finance,"Consultant, Financial Services, Consumer Finance l Forensic and Litigation Consulting",18,884,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3884940248,3884940248,FINANCE,Finance,Finance and Admin Manager,24,423,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901930289,3901930289,FINANCE,Finance,"Manager, Accounting & Finance | Family Office",21,305,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904726135,3904726135,FINANCE,Finance,Auto Finance & Insurance Manager - City Auto Group,14,317,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905843981,3905843981,FINANCE,Finance,Senior Finance Manager,11,162,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904407460,3904407460,FINANCE,Finance,Finance Director,19,258,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3887884760,3887884760,FINANCE,Finance,Senior Director of Finance,21,1258,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3885814238,3885814238,FINANCE,Finance,PeopleSoft Finance Techno-Functional Consultant,17,43,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901484445,3901484445,FINANCE,Finance,Finance Accounting Manager,17,239,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904373035,3904373035,FINANCE,Finance,"Sr Manager Finance (Calhoun, Georgia, United States, 30701)",26,770,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3901351125,3901351125,FINANCE,Finance,Finance Manager,18,647,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905841089,3905841089,FINANCE,Finance,Finance Director,18,480,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884854736,3884854736,FINANCE,Finance,"Vice President, Portfolio & Transaction Management - Value Chain Finance",22,1226,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902353310,3902353310,FINANCE,Finance,Finance and Strategy Associate,19,503,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3884929863,3884929863,FINANCE,Finance,Client Finance Analyst I,19,704,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3903481821,3903481821,FINANCE,Finance,Trade Finance Associate,10,168,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3899526397,3899526397,FINANCE,Finance,Finance Project Leader,14,423,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3894553589,3894553589,FINANCE,Finance,"VP, Finance and Investor Relations",17,283,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3903426697,3903426697,FINANCE,Finance,"Project Finance Portfolio Management, Director",18,177,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3906256205,3906256205,FINANCE,Finance,Finance Manager (US),20,1779,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3904393058,3904393058,FINANCE,Finance,"Global Investment Research, Regional Banks and Consumer Finance, Associate",14,553,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3901906635,3901906635,FINANCE,Finance,Finance and Operations Director,23,934,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904500508,3904500508,FINANCE,Finance,Sr Finance Analyst,17,396,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901948209,3901948209,FINANCE,Finance,Finance and Building Administrator,20,1377,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902357065,3902357065,FINANCE,Finance,SAP CFIN Consultant - Central Finance,12,54,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902693086,3902693086,FINANCE,Finance,Assistant Professor of Finance,12,562,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3886203882,3886203882,FINANCE,Finance,Finance Specialist,15,147,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904992088,3904992088,FINANCE,Finance,Finance Manager,16,864,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901347353,3901347353,FINANCE,Finance,Director/VP Project Finance,15,237,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3895222638,3895222638,FINANCE,Finance,Vice President Finance,22,332,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3894893665,3894893665,FINANCE,Finance,Finance Administrator,10,111,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904565981,3904565981,FINANCE,Finance,Assistant Vice President Finance,17,367,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904995129,3904995129,FINANCE,Finance,"Fundamental Fixed Income (FFI) - Director, Leveraged Finance Research",16,809,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905864544,3905864544,FINANCE,Finance,Head of Corporate Finance (Sr. Director / Director),23,1343,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3901375658,3901375658,FINANCE,Finance,Director of Finance And Accounting,16,98,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3903447802,3903447802,FINANCE,Finance,Vice President of Finance,23,476,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3894980256,3894980256,FINANCE,Finance,Sap Finance Control Consultant,23,162,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3903474308,3903474308,FINANCE,Finance,Sr. Finance Analyst,11,99,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884436115,3884436115,FINANCE,Finance,Oracle Finance  Fusion Lead,18,275,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902756637,3902756637,FINANCE,Finance,"Vice President, Finance Investments",20,623,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3902828623,3902828623,FINANCE,Finance,Fractional Finance Consultant,10,124,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905299266,3905299266,FINANCE,Finance,"Account Executive, Finance Cloud",14,578,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3891251481,3891251481,FINANCE,Finance,"Associate / Associate Director of Asset Management, Finance, and Investor Relations",23,536,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3903477702,3903477702,FINANCE,Finance,Finance / Project Assistant,15,421,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904722854,3904722854,FINANCE,Finance,"Director, R&D Finance",19,529,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905207168,3905207168,FINANCE,Finance,Product Strategist - Embedded Finance,17,872,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3894996838,3894996838,FINANCE,Finance,SAP Product Manager (S/4 HANA - RTR Finance ),25,661,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3903845850,3903845850,FINANCE,Finance,"Finance Manager, Ops Finance IPAT",22,752,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3887708351,3887708351,FINANCE,Finance,Strategic Finance Analyst,18,1120,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3905290159,3905290159,FINANCE,Finance,Finance Analyst - Electrolyzers,17,458,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901962677,3901962677,FINANCE,Finance,Finance Manager (SaaS),15,100,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3888824208,3888824208,FINANCE,Finance,Vice President Finance,31,672,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3900963403,3900963403,FINANCE,Finance,"Sr. Finance Manager, Capital Planning",24,694,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3889114112,3889114112,FINANCE,Finance,Director of Finance,26,682,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905331438,3905331438,FINANCE,Finance,Manager Supply Chain Finance Standardization,20,952,No,Not Data Science,Not enough evidence: advanced data skill score = 3,Senior / Management,No,0.0
JOB_3903443589,3903443589,FINANCE,Finance,Director of Finance,23,518,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3894542993,3894542993,FINANCE,Finance,"Manager, FP&A-Strategic Tech Finance",17,652,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904956273,3904956273,FINANCE,Finance,Staff Data Engineer - People & Finance Tech (Remote),37,896,Yes,Data Engineering,Strong title match,Mid / Not Specified,No,9.77
JOB_3885103686,3885103686,FINANCE,Finance,Finance Manager,23,658,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904928896,3904928896,FINANCE,Finance,Volunteer: Opportunity Alert: Finance Coordinator needed for Cyber Defense & Intelligence Center,15,532,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3894279082,3894279082,FINANCE,Finance,Finance Manager,16,398,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905373046,3905373046,FINANCE,Finance,"Lead Relationship Manager, Project Finance - Power and Renewable Energy",21,1025,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3889757043,3889757043,FINANCE,Finance,Director of Finance,16,320,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3888977940,3888977940,FINANCE,Finance,Finance Leader - Corporate Development,19,671,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901392479,3901392479,FINANCE,Finance,Director of Finance,16,192,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901644764,3901644764,FINANCE,Finance,"Senior Finance Manager,  BTS Shared Services",18,580,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3886897644,3886897644,FINANCE,Finance,Sr. Director of Accounting and Finance,18,656,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904068452,3904068452,FINANCE,Finance,Director of Finance,31,1040,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3894881149,3894881149,FINANCE,Finance,Syndicated & Leveraged Finance Analyst,14,364,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905288961,3905288961,FINANCE,Finance,Director of Finance-Kimpton Armory Hotel Bozeman,19,743,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901943266,3901943266,FINANCE,Finance,Finance Product Data Owner,21,803,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3891076739,3891076739,FINANCE,Finance,Vice President Finance,19,552,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904953302,3904953302,FINANCE,Finance,Finance Accounting Consultant,29,572,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3895490601,3895490601,FINANCE,Finance,Finance Accounting Associate,16,400,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3906222531,3906222531,FINANCE,Finance,Finance Sales Manager - Remote,21,669,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3886840074,3886840074,FINANCE,Finance,Operations Finance Analyst II,23,956,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3901979193,3901979193,FINANCE,Finance,Finance Support Manager,15,274,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
